Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Latitude,Longitude,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng
125 m²,Thỏa thuận,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,16.0791753224088,108.215019581522,5 m,,,,5 tầng
73 m²,"5,2 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,16.088382720947266,108.22888946533203,,,,Tây,
51 m²,"5,2 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,16.0555896759033,108.223556518555,,,Nam,Nam,
330 m²,13 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0406066168251,108.247173909714,11 m,,,,
105 m²,"5,3 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0299034118652,108.240165710449,5 m,"7,5 m",Tây - Nam,,
105 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.029805952587,108.219902646939,"6,7 m","5,5 m",,,2 tầng
"164,8 m²",Thỏa thuận,,,,,16.0511194042583,108.245534924777,9 m,"7,5 m",,,
47 m²,Thỏa thuận,1 phòng,1 phòng,,Đầy đủ.,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
"62,7 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.1001110076904,108.228858947754,,,Đông - Bắc,Tây - Nam,
63 m²,Thỏa thuận,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.076030731201172,108.24451446533203,,,,,
105 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.029805952587,108.219902646939,"6,7 m","5,5 m",,,2 tầng
"164,8 m²",Thỏa thuận,,,,,16.0511194042583,108.245534924777,9 m,"7,5 m",,,
47 m²,Thỏa thuận,1 phòng,1 phòng,,Đầy đủ.,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
"62,7 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.1001110076904,108.228858947754,,,Đông - Bắc,Tây - Nam,
63 m²,Thỏa thuận,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.076030731201172,108.24451446533203,,,,,
"202,7 m²",26 tỷ,,,,,16.0492124664995,108.220895948637,"4,1 m",,Đông,,3 tầng
38 m²,"3,2 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0668777912655,108.21402522409,4 m,5 m,,,2 tầng
170 m²,20 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0724444666086,108.243411230853,"10,3 m","15,5 m",Đông,,
37 m²,"1,47 tỷ",1 phòng,1 phòng,Đang chờ sổ.,Đầy đủ.,16.0710315704346,108.229881286621,,,,,
75 m²,"5,5 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.0762794123406,108.166329518461,,"5,5 m",Tây - Nam,Tây - Nam,3 tầng
250 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0435497271941,108.210056242857,,,Đông,,
150 m²,10 tỷ,3 phòng,3 phòng,,,16.0819969177246,108.238128662109,"7,5 m","7,5 m",Tây - Bắc,Tây - Bắc,2 tầng
180 m²,"24,9 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0727521261807,108.202359181645,9 m,21 m,Đông,Đông,3 tầng
79 m²,"1,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0648973,108.1506714,8 m,3 m,Tây - Nam,,
250 m²,34 tỷ,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.064449310302734,108.23332214355469,10 m,7 m,Đông - Nam,Đông,3 tầng
138 m²,"4,8 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0058769634402,108.21480834943,"8,2 m","7,5 m",Đông - Bắc,,
60 m²,"1,55 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0923728942871,108.126586914063,,,Tây - Nam,Đông - Bắc,
100 m²,"9,6 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0420289165668,108.213360160376,,"10,5 m",Tây,,
138 m²,"4,8 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0058769634402,108.21480834943,"8,2 m","7,5 m",Đông - Bắc,,
60 m²,"1,55 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0923728942871,108.126586914063,,,Tây - Nam,Đông - Bắc,
100 m²,"9,6 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0420289165668,108.213360160376,,"10,5 m",Tây,,
94 m²,Thỏa thuận,2 phòng,2 phòng,,,16.0623664855957,108.210441589355,,,,,
50 m²,"6,5 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0588516938341,108.185188875276,"5,4 m","7,5 m",Tây - Nam,,4 tầng
115 m²,"6,8 tỷ",12 phòng,,,Nội thất là có thể kinh doanh ngay.,16.0471029018065,108.249405402368,"7,2 m",,,,4 tầng
"48,7 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.089019775390625,108.22830200195312,,,,Đông - Nam,
200 m²,25 tỷ,2 phòng,2 phòng,,,16.0370084,108.2199404,,15 m,Bắc,,2 tầng
101 m²,"9,5 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,16.0422098,108.2135353,5 m,"10,5 m",Tây,,3 tầng
150 m²,11 tỷ,,,,,16.0752134570612,108.241004710068,10 m,"5,5 m",Tây,,
108 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.071706771850586,108.22905731201172,,,Nam,Đông - Bắc,
60 m²,"1,47 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.09237289428711,108.1265869140625,,,,,
70 m²,"4,45 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0619106292725,108.237907409668,,,Đông - Nam,Đông - Bắc,
75 m²,"5,8 tỷ",,,,,16.0749843,108.2406466,5 m,"5,5 m",Đông,,
100 m²,"4,9 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0081233978271,108.21940612793,,"10,5 m",Tây - Nam,,
69 m²,"4,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.06191062927246,108.23790740966797,,,Đông - Bắc,Tây - Bắc,
148 m²,"5,95 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9678988585938,108.262561798096,"9,2 m",26 m,Đông,,
106 m²,"5,15 tỷ",5 phòng,5 phòng,,,16.0606148325915,108.232733252982,"5,3 m",5 m,,,1 tầng
148 m²,"5,95 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9678988585938,108.262561798096,"9,2 m",26 m,Đông,,
106 m²,"5,15 tỷ",5 phòng,5 phòng,,,16.0606148325915,108.232733252982,"5,3 m",5 m,,,1 tầng
83 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0388774871826,108.247406005859,,,,,
83 m²,"4,69 tỷ",2 phòng,2 phòng,Sổ đỏ lâu dài,"Nội thất liền tường cao cấp nhập khẩu từ Mỹ (Biếp từ, tủ bếp, máy hút khói, máy nóng lạnh, điều hòa âm trần, full nôi thất nhà vệ sinh,...)",16.0388774871826,108.247406005859,,,Đông,Đông,
45 m²,"2,3 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0890197753906,108.228302001953,,,,,
60 m²,"1,5 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0923728942871,108.126586914063,,,Tây - Bắc,Đông - Nam,
50 m²,"2,2 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.09237289428711,108.1265869140625,"7,5 m","7,5 m",Đông - Nam,Đông - Nam,1 tầng
60 m²,"1,9 tỷ",1 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,16.09237289428711,108.1265869140625,9 m,"7,5 m",Tây - Bắc,Đông - Bắc,1 tầng
100 m²,"3,68 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0183067321777,108.221748352051,5 m,"10,5 m",Bắc,,
623 m²,25 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.01702308654785,108.26024627685547,,,Đông - Nam,Đông - Bắc,2 tầng
47 m²,Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.06861686706543,108.24445343017578,,,Đông,Đông,
100 m²,Thỏa thuận,,,,,15.999962155326,108.215399718387,,,,,3 tầng
105 m²,39 tỷ,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.063836,108.2234422,"4,6 m",,Tây,,4 tầng
450 m²,17 tỷ,1 phòng,1 phòng,Đang chờ sổ,Đầy đủ,15.9926319122314,108.269371032715,,,,,2 tầng
"86,3 m²","9,98 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.088382720947266,108.22888946533203,,,,,
175 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0544118498798,108.183482733704,9 m,"7,5 m",Đông - Nam,,
196 m²,Thỏa thuận,4 phòng,,,,16.0718036676946,108.238093190883,,,,,5 tầng
400 m²,Thỏa thuận,4 phòng,,,,16.0435066223145,108.248374938965,,,Tây,Đông,
315 m²,46 tỷ,,,,,16.0523423626749,108.247541242172,15 m,,Đông,,
315 m²,46 tỷ,,,,,16.0523423626749,108.247541242172,15 m,,Đông,,
4.300 m²,Thỏa thuận,,,,,16.104507,108.2426056,,,,,
"104,2 m²","15,6 tỷ",,,,,16.0487737573247,108.248565147801,,"5,5 m",,,
305 m²,Thỏa thuận,,,,,16.1033569,108.2820373,,,,,7 tầng
900 m²,Thỏa thuận,,,,,16.0692409,108.2453484,,,,,25 tầng
"661,7 m²",Thỏa thuận,,,,,16.1028857306529,108.282033562466,,20 m,Đông,,
255 m²,Thỏa thuận,,,,,16.0525154730237,108.244169896697,15 m,,,,
100 m²,"14,5 tỷ",10 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0357261911101,108.243387686577,5 m,"5,5 m",,,6 tầng
"102,5 m²","10,8 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0803697102552,108.210711527957,5 m,33 m,Tây - Bắc,,
700 m²,Thỏa thuận,,,,,16.0832083925348,108.247528890883,,,,,
1.900 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0601032297204,108.230737856807,,20 m,,,
100 m²,"3,68 tỷ",,,Sổ đỏ/ Sổ hồng,,16.018306732177734,108.22174835205078,5 m,"10,5 m",Bắc,,
9.000 m²,Thỏa thuận,,,,,16.0889980205338,108.2415046531,,,,,
135 m²,"18,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0405745303479,108.247212721301,9 m,27 m,,,
1.000 m²,Thỏa thuận,,,,,16.0829662696877,108.247805926391,,,,,
141 m²,"2,25 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9876932542495,108.260776355119,6 m,"17,5 m",Nam,,
200 m²,"9,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,,,10 m,"10,5 m",Đông - Nam,,
80 m²,"5,5 tỷ",,,,,16.0812112,108.2441869,5 m,"5,5 m",Đông - Bắc,,
"88,2 m²","7,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0726599,108.2375849,"4,5 m","5,5 m",Đông,,
82 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Liền tường cao cấp,16.03292465209961,108.22196960449219,,,Đông - Nam,Đông - Nam,
240 m²,27 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0831077522387,108.24586399882,15 m,"11,5 m",Nam,,
240 m²,"20,4 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.07978,108.245232,12 m,"5,5 m",Tây,,
247 m²,29 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0779544,108.2442083,10 m,"7,5 m",Đông,,
90 m²,"5,2 tỷ",,,Đã có sổ.,,16.0862406,108.2447794,5 m,"7,5 m",Tây,,
100 m²,"7,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0782416,108.2417322,5 m,"7,5 m",Bắc,,
94 m²,10 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0503101,108.2152047,"3,8 m","10,5 m",Tây - Bắc,Tây - Bắc,4 tầng
100 m²,"6,8 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0752273,108.2329271,5 m,"7,5 m",Đông - Nam,Đông,2 tầng
80 m²,"6,1 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0813277431808,108.245110725486,5 m,"5,5 m",Bắc,,
75 m²,"5,9 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0817657,108.2450869,5 m,"7,5 m",Nam,,
94 m²,"2,4 tỷ",,,,,16.062366485595703,108.21044158935547,,,,,
110 m²,"13,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0525073,108.2342564,,"7,5 m",,,
40 m²,"2,4 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0843416909766,108.228631973267,,,Đông,Nam,
100 m²,"5,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.018306732177734,108.22174835205078,5 m,15 m,Tây - Bắc,,
100 m²,"4,1 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,15.9843468455758,108.21145596243,5 m,,,,3 tầng
100 m²,18 tỷ,,,,,16.069562,108.2288822,,,Đông,,2 tầng
85 m²,8 tỷ,3 phòng,2 phòng,Hợp đồng mua bán.,,16.059795379638672,108.23047637939453,,,Tây,Tây,
123 m²,"17,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0671719,108.2443389,"5,1 m","7,5 m",Đông,,
100 m²,"4,1 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0025002654028,108.219132036861,,"10,5 m",Tây,,
135 m²,17 tỷ,,,Sổ đỏ/ Sổ hồng,,16.0402478,108.2471562,"9,2 m",33 m,Đông - Nam,,
136 m²,"38,8 tỷ",5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0509970371346,108.245282424702,"6,5 m",15 m,Tây - Nam,Tây - Nam,4 tầng
"252,5 m²",120 triệu/m²,,,Đã có sổ.,,16.0783341392075,108.236459969098,"11,3 m","10,5 m",Tây - Bắc,,
"50,1 m²","3,23 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Không nội thất.,16.05078125,108.232902526855,,,Đông - Bắc,Đông - Bắc,
"105,4 m²",26 tỷ,,,,,16.0591446094222,108.206849437307,,,Nam,,3 tầng
91 m²,"9,6 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,,16.059795379638672,108.23047637939453,,,Tây,Tây,
"48,7 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0890197753906,108.228302001953,,,Đông - Nam,Tây - Bắc,
71 m²,"5,7 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0783173636828,108.236367523232,5 m,"7,5 m",,,2 tầng
"48,7 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.1001110076904,108.228858947754,,,Đông - Nam,Tây - Bắc,
"45,5 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.1001110076904,108.228858947754,,,Đông - Nam,Tây - Bắc,
"45,4 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
45 m²,Thỏa thuận,1 phòng,1 phòng,,Đầy đủ,16.1001110076904,108.228858947754,,,Đông - Nam,Tây - Bắc,
"45,4 m²",Thỏa thuận,1 phòng,1 phòng,,,16.1001110076904,108.228858947754,,,Đông - Nam,Tây - Bắc,
"73,2 m²",Thỏa thuận,2 phòng,2 phòng,,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
"48,7 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.1001110076904,108.228858947754,,,Đông - Nam,Tây - Bắc,
71 m²,"5,6 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0862406,108.2447794,5 m,"7,5 m",Đông,Nam,2 tầng
"48,7 m²",Thỏa thuận,1 phòng,1 phòng,,Đầy đủ,16.0890197753906,108.228302001953,,,Tây - Bắc,Đông - Nam,
"62,2 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Nam,Đông - Bắc,
75 m²,"7,6 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0749824819091,108.240641690283,5 m,"5,5 m",,,4 tầng
"48,7 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.100111,108.22886,,,Tây - Bắc,Đông - Nam,
"62,2 m²",Thỏa thuận,2 phòng,2 phòng,,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Nam,Đông - Bắc,
45 m²,Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
90 m²,Thỏa thuận,12 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0726849111084,108.237336445713,,,,,7 tầng
"62,8 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0890197753906,108.228302001953,,,Đông - Bắc,Tây - Nam,
"45,5 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
72 m²,Thỏa thuận,2 phòng,2 phòng,,,16.089019775390625,108.22830200195312,,,Đông - Nam,Tây - Bắc,
"62,2 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Nam,Đông - Bắc,
"62,1 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.1001110076904,108.228858947754,,,Tây - Nam,Đông - Bắc,
"196,3 m²",15 tỷ,,,,,16.0827054,108.2398134,,,,,
70 m²,"2,65 tỷ",5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0584352924266,108.210020889563,"2,5 m","2,5 m",Tây - Bắc,Tây - Bắc,1 tầng
"112,6 m²","4,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,16.0526302185934,108.21792279466,4 m,5 m,Tây - Bắc,Tây - Bắc,1 tầng
97 m²,"2,89 tỷ",,,Sổ đỏ/ Sổ hồng,,21.0289486097874,105.852447225903,5 m,"5,5 m",Đông - Nam,,
"77,4 m²","3,2 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0485705507037,108.181647889169,"3,87 m","7,5 m",Đông,,
100 m²,18 tỷ,,,,,16.0433244652897,108.237614319485,5 m,30 m,,,7 tầng
182 m²,"8,79 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0774491251094,108.158454276795,10 m,8 m,Đông - Bắc,,
600 m²,"26,5 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0170230865479,108.260246276855,,30 m,Đông - Nam,,2 tầng
105 m²,"6,48 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0416294655588,108.171221925592,5 m,8 m,Tây - Nam,,3 tầng
108 m²,Thỏa thuận,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0340824,108.2158293,6 m,"7,5 m",Đông - Nam,Đông,3 tầng
102 m²,"2,7 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0101678890281,108.254953327495,"5,5 m",5 m,,,
90 m²,"3,3 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9832468032837,108.252090454102,"7,5 m","9,5 m",Bắc,,
106 m²,"2,2 tỷ",3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0956271028099,108.247688057059,"4,5 m",3 m,Đông,Đông,
129 m²,"7,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.05614471435547,108.23332214355469,10 m,10 m,,,2 tầng
"95,6 m²","6,2 tỷ",3 phòng,2 phòng,Hợp đồng mua bán.,Không nội thất.,16.088382720947266,108.22888946533203,,,Tây - Nam,Đông - Bắc,
117 m²,Thỏa thuận,9 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0292914803775,108.219388628845,9 m,"7,5 m",,,3 tầng
490 m²,26 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,15.9926319122314,108.269371032715,,,,,2 tầng
90 m²,25 tỷ,14 phòng,15 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0492046698649,108.246579059197,5 m,"7,5 m",,,8 tầng
100 m²,"2,85 tỷ",,,Sổ đỏ/ Sổ hồng,,15.983078746654,108.233294671172,5 m,"7,5 m",Đông,,
108 m²,16 tỷ,,,Sổ đỏ/ Sổ hồng,Không nội thất,16.088382720947266,108.22888946533203,,,,,3 tầng
40 m²,"2,8 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.088382720947266,108.22888946533203,,,,,
140 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0597982,108.2304737,5 m,15 m,,,
"95,6 m²","9,14 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0883827209473,108.228889465332,,,,,
"113,3 m²",11 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.0883827209473,108.228889465332,,,,,
300 m²,Thỏa thuận,5 phòng,6 phòng,,,16.0753433720028,108.243419359079,12 m,"5,5 m",Tây,,3 tầng
52 m²,"3,36 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.088382720947266,108.22888946533203,,,,,
68 m²,"3,75 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,16.0597953796387,108.230476379395,,,,,
100 m²,"14,5 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.064449310302734,108.23332214355469,5 m,75 m,Tây - Bắc,Tây - Bắc,3 tầng
100 m²,"14,5 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.064449310302734,108.23332214355469,5 m,75 m,Tây - Bắc,Tây - Bắc,3 tầng
82 m²,"4,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0473261574633,108.246640910339,"4,2 m",8 m,,,1 tầng
"136,6 m²","5,1 tỷ",4 phòng,4 phòng,,,16.0544714,108.1834194,8 m,4 m,Tây - Bắc,Tây - Bắc,3 tầng
100 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0704116627935,108.166234569426,5 m,48 m,Tây - Nam,,
434 m²,26 tỷ,,,Sổ đỏ/ Sổ hồng.,,15.9927078,108.2075372,,,Đông,,
105 m²,"2,2 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0955768580168,108.246885675026,"4,5 m",3 m,,,
280 m²,"6,7 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0649942040947,108.150770272458,,"10,5 m",,,
120 m²,"12,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.030426,108.2087681,,,,,2 tầng
51 m²,Thỏa thuận,,,,,16.0468383750894,108.221101649885,4 m,4 m,,,
240 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,15.9846747,108.2139598,,"10,5 m",Đông - Bắc,,
68 m²,"1,65 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,15.983246803283691,108.25209045410156,,,,,
191 m²,35 tỷ,22 phòng,25 phòng,"Sổ hồng , ĐÃ HOÀN CÔNG",Nội thất cao cấp,16.0726239,108.2430032,,,Bắc,Đông,9 tầng
98 m²,"18,8 tỷ",10 phòng,11 phòng,Sổ đỏ/ Sổ hồng,,16.0689502788839,108.237907309809,7 m,,Bắc,Đông,5 tầng
250 m²,"31,25 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0553123820015,108.230198174715,10 m,"7,5 m",Tây,,
600 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,15.9925986557533,108.269316351562,20 m,15 m,Đông,,
"169,6 m²","12,5 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0587736152798,108.165303889834,7 m,33 m,,,3 tầng
125 m²,"3,9 tỷ",,,,,16.0114556815823,108.259725104907,5 m,,Bắc,,
140 m²,"4,25 tỷ",,,,,15.9869336994267,108.271333598925,7 m,"5,5 m",,,
600 m²,44 tỷ,,,Sổ đỏ/ Sổ hồng,,15.9926316,108.269373,,,Đông,,
140 m²,"4,25 tỷ",,,,,15.9869336994267,108.271333598925,7 m,"5,5 m",,,
600 m²,44 tỷ,,,Sổ đỏ/ Sổ hồng,,15.9926316,108.269373,,,Đông,,
100 m²,"4,2 tỷ",,,,,16.0143087936602,108.257039318619,5 m,,Bắc,,
100 m²,"2,62 tỷ",,,,,15.9803270481076,108.270586610925,,,Tây - Bắc,,
90 m²,"4,1 tỷ",,,,,16.0150278131267,108.256793249733,"4,5 m",,Nam,,
63 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.089019775390625,108.22830200195312,,,,,
140 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0597982,108.2304737,5 m,,Tây - Nam,,
100 m²,"3,15 tỷ",,,,,15.9903792677737,108.268430258314,,"5,5 m",Đông,,
130 m²,"7,2 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0472961205633,108.246739033585,7 m,75 m,,,1 tầng
500 m²,Thỏa thuận,4 phòng,,Sổ đỏ/ Sổ hồng,,16.043506622314453,108.24837493896484,,,,,
85 m²,"4,55 tỷ",8 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.068653,108.187765,7 m,,,,4 tầng
125 m²,"7,2 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,16.0208786661353,108.24551781166,5 m,"7,5 m",,,3 tầng
140 m²,Thỏa thuận,24 phòng,25 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0332096,108.2526787,7 m,30 m,,,9 tầng
200 m²,Thỏa thuận,,,,,16.0022488288806,108.261698458592,10 m,"5,5 m",Đông - Nam,,
200 m²,"6,99 tỷ",3 phòng,2 phòng,,,,,"3,1 m","7,5 m",,,
80 m²,"5,65 tỷ",6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0592072,108.1854167,"4,5 m","7,5 m",,,4 tầng
55 m²,"3,4 tỷ",2 phòng,2 phòng,Sổ đỏ chính chủ.,,16.0981081,108.2484227,,,,,2 tầng
100 m²,"3,15 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,16.0601138,108.1881975,"5,4 m","4,5 m",,,1 tầng
